,,Rolando Pablos,,,,Sonia Traut,,,,Robert T. Melvin,,,,Christopher Reyes,,,,Jade McCullough,,,,Brandon Gonzales,,,,Tim Westley,,,,Manny Pelaez,,,,Bill Ruppel,,,,Armando Dominguez,,,,Adriana Rocha Garcia,,,,Gina Ortiz Jones,,,,Diana Flores Uriegas,,,,Clayton Perry,,,,John Courage,,,,Chris Herring,,,,James 'Jae' Melvin,,,,Andrew Fernandez Vicencio,,,,G. Zambrano,,,,Arturo Espinosa,,,,April Guadarrama,,,,Michael 'Sam' Samaniego,,,,Beto Altamirano,,,,Robert Salinas,,,,Melissa Cabello Havrda,,,,Mauricio 'Mau' Sanchez,,,,Santos Alvarado,,,,
Precinct,Registered Voters,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Total
2049,2869,9,0,23,32,1,0,0,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,2,0,4,6,7,1,7,15,0,0,1,1,0,0,1,1,1,0,9,10,22,2,56,80,0,0,0,0,1,1,5,7,2,1,4,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,5,37,51,0,0,0,0,26,1,48,75,0,2,2,4,0,0,0,0,298
2050,1700,16,0,8,24,0,0,1,1,0,0,1,1,0,0,1,1,1,0,2,3,0,0,1,1,4,0,5,9,3,2,7,12,0,0,0,0,0,0,0,0,12,3,17,32,25,5,34,64,0,0,0,0,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,1,20,28,0,0,0,0,7,0,6,13,0,0,0,0,0,0,0,0,200
2051,760,5,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5,0,2,7,0,0,0,0,0,0,1,1,6,0,8,14,16,0,7,23,0,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,5,0,2,7,0,0,1,1,0,0,0,0,79
2052,1014,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,5,0,2,7,8,0,10,18,0,0,0,0,5,0,0,5,1,0,2,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,12,26,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,75
2053,1266,4,0,8,12,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,6,8,0,0,0,0,1,0,0,1,8,2,12,22,19,1,40,60,0,0,0,0,7,0,2,9,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,5,11,0,0,0,0,6,1,2,9,0,0,0,0,1,0,1,2,143
2054,1910,16,2,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,6,6,2,22,30,0,0,1,1,0,0,0,0,11,4,20,35,37,9,88,134,0,0,0,0,0,0,3,3,6,2,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,18,1,43,62,0,0,0,0,11,2,9,22,0,0,2,2,0,0,0,0,344
2055,1887,5,0,16,21,1,0,0,1,1,0,9,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,8,9,0,0,0,0,0,0,0,0,14,3,18,35,29,11,67,107,0,0,0,0,0,0,3,3,3,2,12,17,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,25,44,0,0,1,1,7,0,17,24,1,0,0,1,0,0,0,0,277
2056,1417,9,2,7,18,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,3,2,8,13,0,0,0,0,0,0,0,0,3,0,6,9,13,5,34,52,1,1,0,2,2,0,6,8,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,9,2,22,33,1,0,0,1,8,0,7,15,0,0,1,1,0,1,1,2,165
2057,2249,11,1,6,18,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,3,5,0,0,2,2,3,4,9,16,0,0,0,0,0,0,0,0,11,1,5,17,33,3,23,59,0,0,1,1,6,0,1,7,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,17,0,0,0,0,4,0,3,7,1,0,1,2,0,0,0,0,158
2058,2215,5,0,15,20,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,1,0,4,5,3,0,9,12,0,0,0,0,0,0,0,0,8,3,12,23,32,8,30,70,1,0,0,1,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,2,11,30,2,0,0,2,2,0,6,8,1,0,0,1,0,0,1,1,187
2059,2167,14,2,15,31,1,1,0,2,0,0,1,1,0,0,1,1,1,0,0,1,3,0,0,3,1,0,3,4,3,1,8,12,1,0,2,3,1,0,0,1,7,2,4,13,18,3,39,60,0,0,2,2,5,1,2,8,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,9,1,9,19,2,0,0,2,4,1,9,14,0,0,0,0,0,1,0,1,184
2060,1626,13,0,13,26,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,4,8,2,2,6,10,0,0,0,0,0,0,0,0,8,3,10,21,21,3,50,74,0,0,0,0,3,0,7,10,4,0,6,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,14,0,19,33,0,0,0,0,4,0,5,9,0,0,0,0,0,0,0,0,209
2062,1150,7,0,19,26,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,3,12,17,0,0,0,0,1,0,0,1,6,0,9,15,20,1,38,59,0,0,1,1,0,0,9,9,3,1,2,6,1,0,0,1,1,0,2,3,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,3,0,0,2,2,6,2,23,31,0,0,0,0,0,1,12,13,0,0,0,0,0,0,0,0,198
2064,2360,28,0,23,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,4,6,9,0,11,20,0,0,0,0,0,0,0,0,5,1,16,22,25,5,52,82,1,0,0,1,5,2,7,14,2,1,5,8,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,12,6,33,51,0,0,1,1,10,1,18,29,0,0,0,0,0,0,0,0,293
2066,3652,52,0,72,124,0,0,2,2,0,0,10,10,0,0,3,3,1,0,1,2,0,0,0,0,8,0,18,26,13,1,29,43,0,0,0,0,0,0,1,1,9,1,43,53,56,2,114,172,0,0,0,0,7,0,28,35,6,3,17,26,1,0,1,2,2,0,1,3,0,0,6,6,0,0,1,1,0,0,0,0,0,0,2,2,1,0,4,5,22,0,54,76,1,0,0,1,12,0,24,36,2,0,2,4,0,0,0,0,633
2067,256,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,1,0,1,3,4,13,0,14,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,55
2068,4027,31,3,78,112,1,0,5,6,3,0,6,9,0,0,4,4,3,0,4,7,2,0,1,3,7,0,22,29,7,5,13,25,0,1,1,2,0,0,1,1,12,3,38,53,34,8,98,140,1,0,2,3,12,0,22,34,2,3,14,19,0,0,4,4,1,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,11,5,37,53,0,0,1,1,40,4,118,162,0,0,1,1,1,0,1,2,680
2069,3042,19,0,23,42,0,0,2,2,2,0,3,5,0,0,0,0,0,0,1,1,1,0,1,2,4,0,11,15,0,4,7,11,0,0,0,0,0,0,0,0,6,0,14,20,21,0,43,64,1,0,0,1,4,0,8,12,1,1,6,8,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,3,13,2,21,36,0,0,0,0,31,0,48,79,1,0,1,2,0,0,0,0,308
2070,2043,5,0,5,10,0,0,0,0,1,0,0,1,1,0,2,3,0,0,0,0,0,1,0,1,1,0,1,2,8,0,4,12,0,0,0,0,0,0,0,0,9,0,12,21,19,2,31,52,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,24,1,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,135
2071,835,1,0,6,7,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,1,0,6,7,1,0,14,15,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,46
2072,3300,19,0,43,62,2,0,1,3,0,0,4,4,3,0,0,3,0,0,1,1,0,0,0,0,12,1,17,30,7,1,16,24,0,0,0,0,0,0,0,0,6,3,15,24,49,4,67,120,1,0,0,1,14,1,10,25,0,1,6,7,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,4,0,21,25,0,0,1,1,16,0,32,48,1,0,1,2,0,0,0,0,386
2073,1205,8,1,11,20,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,5,11,2,1,7,10,0,0,0,0,0,0,0,0,2,0,10,12,15,2,30,47,0,0,0,0,2,0,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,11,20,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,137
2074,1064,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10,16,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,6,9,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,43
2075,1114,2,0,2,4,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2,3,0,4,7,0,0,0,0,0,0,0,0,2,0,6,8,7,0,12,19,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,10,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,61
2076,2453,13,0,32,45,2,0,1,3,3,0,3,6,1,0,0,1,0,0,0,0,0,0,5,5,12,0,16,28,4,1,12,17,0,0,0,0,0,0,1,1,16,0,9,25,33,1,66,100,0,0,0,0,5,0,12,17,4,0,2,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,3,0,16,19,0,0,0,0,7,0,10,17,0,0,1,1,0,0,0,0,296
2077,2314,24,1,31,56,0,0,1,1,1,0,7,8,2,0,3,5,1,0,0,1,2,0,1,3,6,0,7,13,2,2,9,13,0,0,2,2,1,0,0,1,8,2,25,35,26,5,48,79,1,0,1,2,4,0,10,14,0,1,6,7,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,17,0,22,39,0,0,0,0,26,0,51,77,0,0,1,1,0,0,0,0,363
2078,2661,14,0,20,34,1,0,0,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,15,20,3,0,9,12,0,0,0,0,0,0,0,0,4,0,14,18,36,2,48,86,1,0,1,2,3,0,8,11,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,3,15,24,0,0,1,1,12,0,36,48,0,0,1,1,0,0,1,1,267
2079,682,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,0,2,4,0,0,1,1,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,23
2080,1422,5,0,11,16,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,5,2,3,10,1,0,0,1,0,0,0,0,5,5,7,17,10,3,12,25,1,0,1,2,0,0,3,3,2,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,9,4,16,29,0,0,1,1,1,0,5,6,0,0,0,0,1,0,0,1,133
2081,811,3,2,8,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,1,1,4,6,0,0,0,0,0,0,0,0,2,0,14,16,10,0,22,32,0,0,0,0,1,2,2,5,1,0,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13,19,0,0,0,0,6,0,3,9,0,0,0,0,0,0,0,0,111
2082,1555,14,0,17,31,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,8,5,1,4,10,0,0,1,1,0,0,0,0,8,1,11,20,17,6,18,41,1,0,0,1,1,0,1,2,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,10,25,1,0,0,1,5,0,3,8,0,0,0,0,0,0,0,0,158
2083,700,12,0,2,14,0,0,1,1,1,0,2,3,1,0,1,2,0,0,0,0,0,0,0,0,4,0,1,5,0,1,3,4,0,0,0,0,0,0,1,1,5,1,7,13,20,1,18,39,0,0,1,1,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,24,38,0,0,0,0,7,0,12,19,0,0,0,0,1,0,0,1,149
2084,3264,46,5,109,160,0,0,1,1,0,0,8,8,0,0,1,1,2,0,1,3,0,0,1,1,9,0,19,28,3,3,26,32,0,0,0,0,0,0,0,0,17,7,57,81,40,27,107,174,1,0,1,2,9,0,22,31,1,2,18,21,1,0,0,1,0,0,1,1,0,0,3,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,6,6,8,1,37,46,0,0,1,1,3,3,38,44,0,0,0,0,0,0,0,0,648
2085,1356,8,1,11,20,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,3,0,4,7,8,2,8,18,0,0,0,0,0,0,1,1,4,1,3,8,16,1,48,65,1,0,1,2,3,0,5,8,3,0,8,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,5,15,32,0,0,1,1,2,0,4,6,0,0,1,1,0,0,0,0,186
2086,3404,23,0,48,71,1,0,0,1,1,0,3,4,1,0,3,4,0,0,0,0,0,0,4,4,7,0,21,28,8,0,13,21,0,0,0,0,0,0,0,0,5,0,42,47,40,2,109,151,0,0,1,1,3,0,26,29,0,0,10,10,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,16,1,39,56,0,0,1,1,9,0,26,35,0,0,0,0,0,0,0,0,469
2087,1836,30,2,37,69,0,0,0,0,1,0,1,2,0,0,1,1,1,0,1,2,0,0,0,0,11,0,15,26,10,0,8,18,0,0,2,2,0,0,0,0,7,0,14,21,30,0,45,75,0,0,1,1,9,0,14,23,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,10,1,20,31,0,0,0,0,12,0,33,45,0,0,0,0,2,0,0,2,327
2088,3782,20,6,39,65,1,0,5,6,1,0,4,5,1,1,1,3,1,0,2,3,0,0,5,5,7,0,21,28,3,2,15,20,1,0,0,1,0,0,2,2,7,2,22,31,29,7,88,124,1,0,0,1,4,0,12,16,5,1,5,11,0,0,0,0,1,0,0,1,0,0,4,4,1,0,2,3,1,0,1,2,0,0,0,0,0,0,2,2,11,2,25,38,2,0,0,2,30,2,106,138,0,0,0,0,0,0,1,1,512
2089,532,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,2,2,0,0,2,4,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,35
2090,2118,4,1,4,9,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,4,0,9,13,9,1,27,37,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,11,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,103
2091,2729,11,0,5,16,0,0,1,1,2,0,1,3,1,0,1,2,0,0,1,1,0,0,0,0,2,0,6,8,4,0,8,12,0,0,0,0,0,0,0,0,8,0,20,28,21,2,46,69,0,0,0,0,3,0,9,12,1,0,2,3,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,1,17,28,0,0,0,0,14,0,8,22,0,0,0,0,0,0,0,0,210
2092,426,6,0,3,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,9,12,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,47
2093,1911,2,0,10,12,0,0,1,1,0,0,2,2,2,0,0,2,1,0,1,2,0,0,2,2,0,0,0,0,2,0,1,3,1,0,0,1,0,0,0,0,3,0,3,6,23,0,16,39,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,12,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,93
2094,140,4,0,7,11,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,1,1,6,8,0,1,0,1,1,0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2096,2369,6,0,6,12,2,0,0,2,1,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,7,9,0,0,0,0,0,0,0,0,9,1,14,24,26,1,38,65,3,0,1,4,0,0,5,5,3,0,4,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,11,17,0,0,2,2,4,0,7,11,0,0,1,1,0,0,2,2,169
2097,2499,16,1,21,38,0,0,2,2,0,1,2,3,1,0,1,2,0,0,1,1,0,0,0,0,1,0,11,12,3,0,8,11,0,0,0,0,0,0,0,0,13,0,11,24,36,0,35,71,1,0,2,3,5,1,8,14,3,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,7,0,17,24,0,0,0,0,17,1,41,59,0,0,0,0,0,0,0,0,272
2098,1648,4,0,13,17,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2,8,0,10,18,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,9,15,0,26,41,1,0,0,1,5,0,1,6,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6,0,7,13,0,0,1,1,6,0,22,28,0,0,0,0,0,0,1,1,148
2099,1678,7,0,27,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,7,12,3,2,30,35,0,0,0,0,0,0,0,0,6,2,14,22,16,1,50,67,1,0,0,1,4,0,9,13,1,0,9,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,7,12,0,0,0,0,8,0,13,21,0,0,1,1,0,0,0,0,237
2100,1302,10,1,9,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,2,10,0,0,0,0,0,0,0,0,3,1,7,11,11,1,19,31,0,0,0,0,0,1,3,4,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,11,26,0,0,0,0,1,0,6,7,0,0,1,1,0,0,0,0,118
2102,2611,23,0,47,70,0,0,2,2,1,0,0,1,3,0,0,3,1,0,2,3,1,0,0,1,10,0,10,20,4,0,11,15,3,0,0,3,1,0,1,2,8,0,19,27,48,1,69,118,0,0,2,2,10,2,7,19,1,0,2,3,0,0,0,0,0,0,0,0,2,0,3,5,2,0,0,2,0,0,1,1,0,0,0,0,1,0,1,2,11,0,20,31,0,0,0,0,24,0,38,62,0,0,1,1,0,0,1,1,394
2103,324,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17
2104,262,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,10,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,28
2105,587,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,2,2,7,11,0,0,7,7,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,5,8,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,43
2106,553,2,0,3,5,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,0,0,0,2,2,0,0,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,8,9,0,0,0,0,0,0,0,0,45
2108,1176,15,2,50,67,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,16,17,3,0,9,12,0,0,0,0,0,0,0,0,5,4,14,23,9,0,38,47,0,0,0,0,2,0,6,8,3,1,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,1,0,0,1,3,0,23,26,0,0,0,0,3,0,7,10,0,0,3,3,0,0,0,0,229
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,969,12,0,21,33,0,0,0,0,1,0,2,3,0,0,1,1,0,0,0,0,1,0,0,1,2,0,4,6,9,2,26,37,0,0,0,0,0,0,0,0,6,2,21,29,18,3,36,57,0,0,0,0,2,0,8,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,7,2,19,28,1,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,214
2113,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2114,2208,10,1,20,31,1,0,0,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,9,0,0,8,8,0,0,1,1,0,0,0,0,10,1,12,23,18,4,38,60,0,1,0,1,1,3,9,13,1,1,7,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,5,22,34,0,0,0,0,3,0,6,9,1,0,0,1,0,0,0,0,207
