,,Rolando Pablos,,,,Sonia Traut,,,,Robert T. Melvin,,,,Christopher Reyes,,,,Jade McCullough,,,,Brandon Gonzales,,,,Tim Westley,,,,Manny Pelaez,,,,Bill Ruppel,,,,Armando Dominguez,,,,Adriana Rocha Garcia,,,,Gina Ortiz Jones,,,,Diana Flores Uriegas,,,,Clayton Perry,,,,John Courage,,,,Chris Herring,,,,James 'Jae' Melvin,,,,Andrew Fernandez Vicencio,,,,G. Zambrano,,,,Arturo Espinosa,,,,April Guadarrama,,,,Michael 'Sam' Samaniego,,,,Beto Altamirano,,,,Robert Salinas,,,,Melissa Cabello Havrda,,,,Mauricio 'Mau' Sanchez,,,,Santos Alvarado,,,,
Precinct,Registered Voters,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Total
1058,3080,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1059,622,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,4,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22
1060,3367,4,0,15,19,0,0,1,1,0,0,0,0,1,0,3,4,1,0,2,3,1,0,3,4,3,0,7,10,5,1,12,18,0,0,0,0,0,0,1,1,21,4,50,75,18,0,45,63,0,0,3,3,0,0,1,1,0,0,2,2,0,0,1,1,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,3,6,2,17,25,0,0,1,1,1,0,6,7,0,0,0,0,0,0,0,0,246
1061,2875,5,0,2,7,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,3,3,0,5,8,0,0,0,0,0,0,1,1,24,0,48,72,19,3,16,38,0,0,1,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,6,0,12,18,0,0,0,0,4,0,2,6,0,0,1,1,0,0,0,0,164
1062,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,1,0,2,3,0,0,0,0,0,0,0,0,0,0,3,3,2,0,5,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1063,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1069,497,12,0,10,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,3,3,0,0,0,0,0,0,0,0,7,0,3,10,4,0,9,13,0,0,0,0,0,0,2,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,0,0,0,0,12,2,12,26,0,0,0,0,0,0,0,0,100
1070,1118,7,0,2,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,2,2,0,0,0,0,0,0,1,1,6,1,10,17,7,1,9,17,0,0,0,0,2,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,69
1071,2054,8,0,13,21,1,0,2,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,3,2,0,5,7,0,0,0,0,0,0,0,0,14,1,25,40,25,0,33,58,0,0,0,0,2,1,3,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,7,14,1,0,0,1,2,0,5,7,0,0,0,0,1,0,0,1,166
1072,1965,6,0,11,17,1,0,0,1,5,0,1,6,1,0,2,3,0,0,2,2,0,0,2,2,3,0,8,11,0,0,5,5,0,0,1,1,1,0,0,1,7,0,9,16,13,1,35,49,0,0,0,0,0,0,2,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0,11,14,1,0,0,1,7,3,31,41,0,0,1,1,1,0,4,5,185
1074,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1075,2630,4,0,8,12,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,6,5,1,11,17,0,0,0,0,1,0,0,1,21,5,38,64,6,0,14,20,0,0,1,1,2,0,5,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,2,7,15,0,0,0,0,1,0,4,5,0,0,1,1,0,0,1,1,159
1076,3011,13,3,16,32,0,0,3,3,1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,8,0,6,14,1,1,10,12,0,0,0,0,0,0,1,1,10,1,22,33,30,3,55,88,0,0,0,0,10,2,4,16,2,0,5,7,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,6,14,24,0,0,0,0,3,1,5,9,0,0,0,0,0,0,0,0,246
1077,1571,9,1,5,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,10,0,0,0,0,0,0,0,0,6,1,20,27,11,0,40,51,1,0,0,1,3,0,2,5,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,28,0,0,0,0,4,1,7,12,0,0,0,0,0,0,0,0,155
1078,542,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,6,3,0,3,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,2,6,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,29
1079,2580,7,0,12,19,1,0,0,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,7,0,5,12,3,0,3,6,0,0,0,0,0,0,0,0,20,1,25,46,27,0,36,63,1,0,1,2,1,0,4,5,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,7,17,0,0,0,0,12,0,8,20,0,0,0,0,0,0,0,0,202
1080,2878,8,0,4,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,6,5,0,1,6,0,0,0,0,0,0,0,0,4,0,7,11,25,0,31,56,0,0,1,1,1,0,2,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,8,9,0,0,1,1,6,0,9,15,0,0,0,0,0,0,1,1,127
1083,2758,21,1,23,45,0,0,1,1,1,0,1,2,1,0,0,1,3,0,2,5,1,0,1,2,4,0,7,11,0,0,16,16,0,0,0,0,0,0,0,0,23,1,35,59,56,1,73,130,0,0,0,0,6,0,5,11,1,0,2,3,1,0,2,3,1,0,2,3,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,16,20,0,0,0,0,6,0,12,18,0,0,1,1,0,0,0,0,334
1084,1915,9,0,7,16,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,6,5,0,9,14,0,0,3,3,0,0,0,0,0,0,1,1,4,0,9,13,14,1,18,33,0,0,1,1,1,0,5,6,3,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,3,0,9,12,0,0,0,0,8,1,27,36,1,0,0,1,0,0,1,1,158
1085,1697,6,1,1,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,5,1,0,6,7,0,0,0,0,0,0,0,0,3,1,24,28,10,3,23,36,0,0,0,0,2,1,4,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,14,0,0,0,0,3,0,4,7,0,0,1,1,0,0,0,0,116
1086,2480,13,2,18,33,1,0,0,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,1,6,0,9,15,1,2,10,13,0,0,0,0,1,0,0,1,9,1,15,25,22,6,52,80,1,0,2,3,2,0,5,7,1,0,4,5,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,3,0,0,1,1,0,0,0,0,1,0,0,1,8,1,16,25,2,0,1,3,11,1,34,46,0,0,0,0,0,0,0,0,269
1087,1706,2,0,5,7,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,0,0,3,3,0,0,0,0,0,0,1,1,2,0,7,9,5,2,30,37,1,0,1,2,1,0,1,2,1,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,12,0,0,0,0,9,0,6,15,0,0,0,0,0,0,0,0,100
1088,928,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,1,1,3,0,7,10,8,0,10,18,0,0,1,1,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,9,16,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,71
1089,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,2472,15,1,19,35,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,3,4,0,3,7,3,2,4,9,0,0,0,0,0,0,0,0,8,1,14,23,18,0,45,63,0,0,4,4,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,16,1,16,33,0,0,1,1,5,0,9,14,0,0,1,1,0,0,2,2,211
1092,1945,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,1,0,5,6,0,0,0,0,0,0,0,0,9,0,18,27,8,0,19,27,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,5,0,9,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,94
1093,1477,4,0,7,11,3,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,0,7,10,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,4,15,0,21,36,1,0,2,3,2,0,5,7,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,9,12,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,97
1094,3988,3,0,3,6,1,0,0,1,3,0,1,4,2,0,0,2,1,0,3,4,0,0,0,0,0,2,4,6,0,1,10,11,0,0,0,0,0,0,0,0,22,1,33,56,29,1,30,60,1,0,0,1,4,0,3,7,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,13,0,0,0,0,6,0,11,17,1,0,0,1,0,0,1,1,196
1096,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,4,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15
1097,842,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,4,9,0,10,19,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,11,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,0,60
1098,1333,3,0,6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,1,4,8,0,0,0,0,0,0,0,0,11,0,16,27,30,0,42,72,1,0,0,1,3,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,21,30,1,0,0,1,4,0,15,19,0,0,0,0,0,0,0,0,177
1099,2872,19,0,23,42,0,0,0,0,2,0,2,4,0,0,2,2,2,0,2,4,0,0,1,1,5,0,10,15,8,0,9,17,0,0,0,0,0,0,0,0,11,0,18,29,35,0,77,112,1,0,0,1,6,0,7,13,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,18,27,0,0,0,0,32,2,47,81,1,0,1,2,0,0,0,0,361
1100,3024,28,0,27,55,2,0,0,2,3,0,3,6,1,0,1,2,1,0,0,1,0,0,0,0,4,2,7,13,3,3,5,11,0,0,0,0,1,0,0,1,15,4,18,37,51,3,67,121,0,0,0,0,7,0,1,8,2,0,3,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,1,18,26,0,0,0,0,4,0,5,9,1,0,2,3,3,0,3,6,311
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6
1104,3132,28,6,31,65,0,0,1,1,1,0,2,3,4,0,6,10,0,0,0,0,0,0,4,4,10,0,10,20,7,1,18,26,0,0,0,0,0,0,1,1,21,0,20,41,40,7,78,125,0,0,0,0,3,0,9,12,3,2,5,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,11,1,19,31,1,0,1,2,37,7,51,95,0,0,1,1,0,0,0,0,452
1105,1448,10,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,0,25,35,21,1,19,41,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,13,1,0,1,2,3,0,1,4,0,0,0,0,0,0,0,0,123
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1111,3422,19,4,31,54,1,0,0,1,2,0,1,3,1,0,1,2,2,0,0,2,1,0,3,4,6,0,7,13,2,0,11,13,0,0,1,1,0,0,0,0,11,0,23,34,36,2,65,103,0,0,1,1,3,0,1,4,3,0,2,5,0,0,0,0,2,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,1,18,33,0,0,0,0,32,0,69,101,0,0,0,0,0,0,1,1,380
1113,2890,29,0,20,49,0,0,2,2,2,0,2,4,0,0,0,0,1,0,1,2,0,0,1,1,3,0,6,9,4,0,13,17,1,0,1,2,0,0,0,0,7,2,20,29,25,1,42,68,1,0,2,3,5,0,11,16,1,0,4,5,2,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,17,22,0,0,0,0,17,2,26,45,0,0,0,0,0,0,0,0,280
1114,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,15
1115,1110,5,0,13,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3,3,1,0,9,10,0,0,0,0,0,0,0,0,4,1,8,13,14,0,15,29,1,0,1,2,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,15,0,0,1,1,1,0,3,4,0,0,0,0,0,0,1,1,104
1117,354,1,0,3,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,8,8,10,0,3,13,1,0,0,1,4,0,4,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,54
1119,142,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1120,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
1123,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,3,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,603,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,0,0,0,0,0,0,0,0,2,0,6,8,3,2,8,13,1,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,518,4,1,2,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,4,2,3,9,2,0,9,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,44
1133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
